ID;Active (0/1);Name;Parent category,Root category
;;Laptopy;Home;0
;;Akcesoria do laptopów;Home;0
;;Torby do laptopów;Home;0
;;Zasilacze do laptopów;Home;0
;;Laptopy/Notebooki/Ultrabooki;Home;0

