Product ID;Active;Name;Categories;Price tax excluded;Tax rules ID;Cost price;On sale;Discount amount;Discount percent;Discount from;Discount to;References;Supplier references;Suppliers;Brand;EAN13;UPC;EPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock;Delivery time of out-of-stock;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unit for base price;Base price;Summary;Description;Tags;Meta title;Meta keywords;Meta decription;Rewritten URL;Label when in stock;Label when backorder allowed;Avaialble for order;Product availability date;Product creation date;Show price;Image URLs;Image alt texts;Delete existing images;features;Available online only;Condition
2633;1;Adata Dysk SSD Ultimate SU800 512GB S3 560/520 MB/s TLC 3D;Dyski SSD;202.30;;202.30;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;202.30;202.30;;;;;;;;;1;;;1;;;1;"Okres gwarancji: 36 miesięcy (gwarancja sprzedawcy)|Producent: Adata|Model: Ultimate SU800|Kod produktu (producenta): ASU800SS-512GT-C|Format: 2.5""|Interfejs: SATA 6Gb/s|Odczyt: 560 MB/s|Zapis: 520 MB/s|Losowy odczyt: 85 K|Losowy zapis: 85 K|Zastosowane technologie: S.M.A.R.T, TRIM|Szacowany bezawaryjny czas pracy: 2000000 h|Wysokość: 7 mm|Typ opakowania: BOX";0;new
18547;1;Adata Dysk SSD XPG GAMIX S70 BLADE 1TB PCIe 4x4 7.4/5.5 GBs;Dyski SSD;357.42;;357.42;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;357.42;357.42;Wyprzedź innych dzięki PCIe 4.0Dysk GAMMIX S70 z najnowszym interfejsem PCIe Gen4 pomoże Ci pokonać rywali dzięki szybkościom sekwencyjnego odczytu/zapisu wynoszącym do 7400/6800 MB na sekundę. To aż do dwóch razy szybciej niż w przypadku dysków SSD PCIe 3.0! W celu ułatwienia użytkowania jest on wstecznie zgodny z interfejsem PCIe 3.0.;;;;;;;;1;;;1;;;1;Model: XPG GAMIX S70 BLADE|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 1 TB|Interfejs dysku: PCI-Express|Prędkość odczytu: 7400 MB/s|Prędkość zapisu: 6800 MB/s|Wysokość: 4.3 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Czarny|Waga: 10 g|Ilość operacji odczytu IOPS (maks.): 750 K|Ilość operacji zapisu IOPS (maks.): 750 K;0;new
18548;1;Adata Dysk SSD XPG GAMIX S70 BLADE 2TB PCIe 4x4 7.4/6.8 GBs;Dyski SSD;579.12;;579.12;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;579.12;579.12;Wyprzedź innych dzięki PCIe 4.0Dysk GAMMIX S70 z najnowszym interfejsem PCIe Gen4 pomoże Ci pokonać rywali dzięki szybkościom sekwencyjnego odczytu/zapisu wynoszącym do 7400/6800 MB na sekundę. To aż do dwóch razy szybciej niż w przypadku dysków SSD PCIe 3.0! W celu ułatwienia użytkowania jest on wstecznie zgodny z interfejsem PCIe 3.0.;;;;;;;;1;;;1;;;1;Model: XPG GAMIX S70 BLADE|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 2 TB|Interfejs dysku: PCI-Express|Prędkość odczytu: 7400 MB/s|Prędkość zapisu: 6800 MB/s|Wysokość: 4.3 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Czarny|Waga: 10 g|Ilość operacji odczytu IOPS (maks.): 750 K|Ilość operacji zapisu IOPS (maks.): 750 K|TBW: 1480 TB;0;new
19244;1;Adata Dysk SSD XPG GAMIX S70 BLADE 512GB PCIe 4x4 7.2/2.6 GBs;Dyski SSD;232.74;;232.74;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;232.74;232.74;Dysk SSD XPG GAMMIX S70 BLADE PCIe Gen4x4 M.2 2280;;;;;;;;1;;;1;;;1;Model: XPG GAMIX S70 BLADE|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 512 GB|Interfejs dysku: PCI-Express|Prędkość odczytu: 7400 MB/s|Prędkość zapisu: 6800 MB/s|Wysokość: 4.3 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Czarny|Waga: 10 g|Ilość operacji odczytu IOPS (maks.): 750 K|Ilość operacji zapisu IOPS (maks.): 750 K|TBW: 1480 TB;0;new
23188;1;Adata Dysk SSD XPG GAMMIX S 70 BLADE 4TB PCIe 4x4 7.4/6.6 GBs;Dyski SSD;1302.31;;1302.31;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;1302.31;1302.31;XPG GAMIX S70 BLADE;;;;;;;;1;;;1;;;1;Model: XPG GAMIX S70 BLADE|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 4 TB|Interfejs dysku: PCI-Express|Prędkość odczytu: 7400 MB/s|Prędkość zapisu: 6600 MB/s|Wysokość: 3.3 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Nie dotyczy|Waga: 7 g|Ilość operacji odczytu IOPS (maks.): 750 K|Ilość operacji zapisu IOPS (maks.): 750 K|Pozostałe parametry: Wymiary z radiatorem: 4,3 x 22 x 80 mm Waga z radiatorem: 10 g|TBW: 2960 TB;0;new
2784;1;Adata Dysk SSD XPG GAMMIX S11 Pro 1TB PCIe 3x4 3.35/2.8 GB/s M.2;Dyski SSD;246.61;;246.61;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;246.61;246.61;Dzięki bardzo szybkiemu interfejsowi PCIe Gen3x4 i obsłudze NVMe 1.3 dysk GAMMIX S11 Pro zapewnia zawrotne szybkości odczytu/zapisu sięgające aż 3500/3000 MB na sekundę. Dysk S11 Pro jest ponadto pokryty radiatorem, który obniża jego temperaturę o maks. 10°C. Pamięć flash 3D NAND, buforowanie SLC, bufor DRAM, ochrona danych E2E (ang. End-to-End) i technologia LDPC ECC zapewniają duże szybkości i integralność danych nawet w przypadku intensywnych gier, renderowania, przetaktowywania i innych wymagających zastosowań.;;;;;;;;1;;;1;;;1;Okres gwarancji: 60 miesięcy (gwarancja sprzedawcy)|Producent: Adata|Model: GAMMIX S11 Pro|Kod produktu (producenta): AGAMMIXS11P-1TT-C|Format: M.2 2280|Interfejs: M.2 NVMe|Pojemność: 1 TB|Odczyt: 3350 MB/s|Zapis: 2800 MB/s|Losowy odczyt: 390 K|Losowy zapis: 380 K|Zastosowane technologie: S.M.A.R.T, TRIM|Typ opakowania: BOX;0;new
2717;1;Adata Dysk SSD XPG GAMMIX S11 Pro 512GB PCIe 3x4 3.35/2.35 GB/s M.2;Dyski SSD;152.41;;152.41;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;152.41;152.41;Dzięki bardzo szybkiemu interfejsowi PCIe Gen3x4 i obsłudze NVMe 1.3 dysk GAMMIX S11 Pro zapewnia zawrotne szybkości odczytu/zapisu sięgające aż 3500/3000 MB na sekundę. Dysk S11 Pro jest ponadto pokryty radiatorem, który obniża jego temperaturę o maks. 10°C. Pamięć flash 3D NAND, buforowanie SLC, bufor DRAM, ochrona danych E2E (ang. End-to-End) i technologia LDPC ECC zapewniają duże szybkości i integralność danych nawet w przypadku intensywnych gier, renderowania, przetaktowywania i innych wymagających zastosowań.;;;;;;;;1;;;1;;;1;Model: S11 Pro|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 512 GB|Interfejs dysku: PCI-Express|Prędkość odczytu: 3350 MB/s|Prędkość zapisu: 2350 MB/s|Wysokość: 6.1 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Nie dotyczy|Waga: 11 g|Ilość operacji odczytu IOPS (maks.): 390 K|Ilość operacji zapisu IOPS (maks.): 380 K|TBW: 320 TB;0;new
12966;1;Adata Dysk SSD XPG GAMMIX S11Pro 2TB PCIe 3x4 M.2;Dyski SSD;407.31;;407.31;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;407.31;407.31;Dzięki bardzo szybkiemu interfejsowi PCIe Gen3x4 i obsłudze NVMe 1.3 dysk GAMMIX S11 Pro zapewnia zawrotne szybkości odczytu/zapisu sięgające aż 3500/3000 MB na sekundę. Dysk S11 Pro jest ponadto pokryty radiatorem, który obniża jego temperaturę o maks. 10°C. Pamięć flash 3D NAND, buforowanie SLC, bufor DRAM, ochrona danych E2E (ang. End-to-End) i technologia LDPC ECC zapewniają duże szybkości i integralność danych nawet w przypadku intensywnych gier, renderowania, przetaktowywania i innych wymagających zastosowań.;;;;;;;;1;;;1;;;1;Model: S11 Pro|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 2 TB|Interfejs dysku: PCI-Express|Prędkość odczytu: 3350 MB/s|Prędkość zapisu: 2900 MB/s|Wysokość: 6.1 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Czerwony|Waga: 11 g|Ilość operacji odczytu IOPS (maks.): 360 K|Ilość operacji zapisu IOPS (maks.): 360 K|TBW: 1280 TB;0;new
15733;1;Adata Dysk SSD XPG SPECTRIX S20G 1TB PCIe Gen3x4 M2 2280;Dyski SSD;252.13;;252.13;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;252.13;252.13;Dysk SSD XPG SPECTRIX S20GStyl dysku XPG SPECTRIX S20G przeniesie Twój komputer na wyżyny dzięki wyjątkowemu podświetleniu RGB w kształcie X, a jego wydajność zwiększy jakość grania w gry dzięki szybkościom odczytu/zapisu wynoszącym 2500/1800 MB na sekundę.;;;;;;;;1;;;1;;;1;Model: SPECTRIX S20G|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 1 TB|Interfejs dysku: PCI-Express|Prędkość odczytu: 2500 MB/s|Prędkość zapisu: 1800 MB/s|Wysokość: 7.55 mm|Szerokość: 22.1 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Waga: 10.4 g|Ilość operacji odczytu IOPS (maks.): 160 K|Ilość operacji zapisu IOPS (maks.): 190 K|Czas pracy pomiędzy awariami (MTBF): 2000000 h;0;new
15732;1;Adata Dysk SSD XPG SPECTRIX S20G 500GB PCIe Gen3x4 M.2;Dyski SSD;152.41;;152.41;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;152.41;152.41;Dysk SSD XPG SPECTRIX S20GStyl dysku XPG SPECTRIX S20G przeniesie Twój komputer na wyżyny dzięki wyjątkowemu podświetleniu RGB w kształcie X, a jego wydajność zwiększy jakość grania w gry dzięki szybkościom odczytu/zapisu wynoszącym 2500/1800 MB na sekundę.;;;;;;;;1;;;1;;;1;Model: SPECTRIX S20G|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 500 GB|Interfejs dysku: PCI-Express|Prędkość odczytu: 2500 MB/s|Prędkość zapisu: 1800 MB/s|Wysokość: 7.55 mm|Szerokość: 22.1 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Waga: 10.4 g|Ilość operacji odczytu IOPS (maks.): 160 K|Ilość operacji zapisu IOPS (maks.): 190 K|Czas pracy pomiędzy awariami (MTBF): 2000000 h;0;new
5603;1;Adata Dysk SSD XPG SPECTRIX S40G 1TB PCIe Gen3x4 M.2 2280;Dyski SSD;252.13;;252.13;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;252.13;252.13;Dysk SSD XPG SPECTRIX S40G;;;;;;;;1;;;1;;;1;Model: XPG SPECTRIX S40G|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 1 TB|Interfejs dysku: PCI-Express|Prędkość odczytu: 3500 MB/s|Prędkość zapisu: 300 MB/s|Wysokość: 8 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Nie dotyczy|Waga: 13.4 g|Ilość operacji odczytu IOPS (maks.): 290 K|Ilość operacji zapisu IOPS (maks.): 240 K|TBW: 640 TB;0;new
5601;1;Adata Dysk SSD XPG Spectrix S40G 256GB PCIe Gen3x4 M2 2280;Dyski SSD;130.21;;130.21;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;130.21;130.21;Dysk SSD XPG SPECTRIX S40G;;;;;;;;1;;;1;;;1;Model: XPG SPECTRIX S40G|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 256 GB|Interfejs dysku: PCI-Express|Prędkość odczytu: 3500 MB/s|Prędkość zapisu: 1200 MB/s|Wysokość: 8 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Nie dotyczy|Waga: 13.4 g|Ilość operacji odczytu IOPS (maks.): 210 K|Ilość operacji zapisu IOPS (maks.): 230 K|TBW: 160 TB;0;new
5602;1;Adata Dysk SSD XPG SPECTRIX S40G 512GB PCIe Gen3x4 M.2 2280;Dyski SSD;146.83;;146.83;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;146.83;146.83;Dysk SSD XPG SPECTRIX S40G;;;;;;;;1;;;1;;;1;Model: XPG SPECTRIX S40G|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 512 GB|Interfejs dysku: PCI-Express|Prędkość odczytu: 3500 MB/s|Prędkość zapisu: 2400 MB/s|Wysokość: 8 mm|Szerokość: 22 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Nie dotyczy|Waga: 13.4 g|Ilość operacji odczytu IOPS (maks.): 300 K|Ilość operacji zapisu IOPS (maks.): 240 K|TBW: 320 TB;0;new
7280;1;Adata Dysk SSD XPG SX8200 PRO 2TB PCIe 3x4 3.5/3 GB/s M.2;Dyski SSD;407.31;;407.31;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;407.31;407.31;Dysk SSD XPG SX8200 Pro PCIe Gen3x4 M.2 2280Dysk SSD SX8200 Pro M.2 2280 to aktualnie najszybszy dysk SSD XPG, przeznaczony dla entuzjastów PC oraz zapalonych graczy i overclockerów. Jest wyposażony w bardzo szybki interfejs PCIe Gen3x4, zapewniający utrzymywane maks. szybkości odczytu/zapisu 3500/3000 MB na sekundę, pozostawiając daleko w tyle możliwości napędu SATA 6 Gb/s. Dzięki obsłudze NVMe 1.3 dysk SX8200 Pro zapewnia doskonałą wydajność losowego odczytu/zapisu oraz wielozadaniowość. Pamięć cache SLC, bufor DRAM, ochrona danych E2E i technologia LDPC ECC zapewniają duże szybkości i integralność danych nawet w przypadku bardzo wymagających zastosowań, takich jak renderowanie gier i przetaktowywanie.Korzystaj z oszałamiających szybkości;;;;;;;;1;;;1;;;1;Model: XPG SX8200 PRO|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 2 TB|Interfejs dysku: PCI-Express|Prędkość odczytu: 3500 MB/s|Prędkość zapisu: 3000 MB/s|Wysokość: 3.5 mm|Szerokość: 80 mm|Głębokość: 22 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Nie dotyczy|Waga: 8 g|Ilość operacji odczytu IOPS (maks.): 390 K|Ilość operacji zapisu IOPS (maks.): 380 K|TBW: 1280 TB;0;new
24317;1;Adata Dysk SSD zewnętrzny SC610 1000 GB USB3.2A Gen2 czarny;Dyski SSD;266.00;;266.00;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;266.00;266.00;Zewnętrzny dysk SSD SC610Pamięć flash SC610 obsługuje prędkość transmisji USB 3.2 Gen2 z szybkością odczytu/zapisu sięgającą 550/500MB na sekundę. Interfejs typu A jest kompatybilny z wieloma komputerami.Wydajne przechowywanieTrudno sobie wyobrazić, że dysk SSD może być tak kompaktowy! Interfejs transmisji USB 3.2 Gen2 zapewnia przepustowość do 10 Gb na sekundę. Całkowite przesłanie pliku wideo wysokiej rozdzielczości o pojemności 10 GB i rozdzielczości 4K zajmuje tylko około 20 sekund. Dysk jest wstecznie kompatybilny z urządzeniami USB 2.0.Osiągaj zawrotne prędkościSC610 oferuje prędkość transmisji do 550/500 MB na sekundę, czyli 5 razy szybciej niż zwykłe dyski flash. Zapewnia taką samą wydajność jak dysk SSD. Wystarczy go podłączyć, aby szybko odczytać i zapisać wszystkie typy plików o dużej i małej pojemności. Jego kompaktowa obudowa jest pełna wyjątkowych możliwości!Bez zatyczki i bez kabliSC610 jest wyposażony w wysuwane złącze USB, dzięki czemu gubienie zatyczek należy już do przeszłości. Brak kabli oznacza wygodę przechowywania.Twoja biblioteka gierSC610 obsługuje wiele najnowszych konsoli do gier, możesz więc przechowywać wszystkie gry nie zajmując przestrzeni fizycznej. Duża pojemność, która sprosta każdemu zadaniuZ SC610 nie musisz się już martwić o pojemność. Niezależnie od tego, czy tworzysz portfolio, edytujesz czy retuszujesz pliki, przechowywanie jest wygodne i dostęp do nich jest błyskawiczny.;;;;;;;;1;;;1;;;1;Model: SC610|Typ dysku: SSD|Typ napędu: Zewnętrzny|Pojemność dysku: 1000 GB|Interfejs dysku: USB 3.1/USB 3.1 gen 2/USB 3.2 gen 2|Prędkość odczytu: 550 MB/s|Prędkość zapisu: 500 MB/s|Wysokość: 10.2 mm|Szerokość: 23.5 mm|Głębokość: 67.3 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Czarny|Waga: 13 g;0;new
24323;1;Adata Dysk SSD zewnętrzny SC610 2000 GB USB3.2A Gen2 czarny;Dyski SSD;495.98;;495.98;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;495.98;495.98;Zewnętrzny dysk SSD SC610Pamięć flash SC610 obsługuje prędkość transmisji USB 3.2 Gen2 z szybkością odczytu/zapisu sięgającą 550/500MB na sekundę. Interfejs typu A jest kompatybilny z wieloma komputerami.Wydajne przechowywanieTrudno sobie wyobrazić, że dysk SSD może być tak kompaktowy! Interfejs transmisji USB 3.2 Gen2 zapewnia przepustowość do 10 Gb na sekundę. Całkowite przesłanie pliku wideo wysokiej rozdzielczości o pojemności 10 GB i rozdzielczości 4K zajmuje tylko około 20 sekund. Dysk jest wstecznie kompatybilny z urządzeniami USB 2.0.Osiągaj zawrotne prędkościSC610 oferuje prędkość transmisji do 550/500 MB na sekundę, czyli 5 razy szybciej niż zwykłe dyski flash. Zapewnia taką samą wydajność jak dysk SSD. Wystarczy go podłączyć, aby szybko odczytać i zapisać wszystkie typy plików o dużej i małej pojemności. Jego kompaktowa obudowa jest pełna wyjątkowych możliwości!Bez zatyczki i bez kabliSC610 jest wyposażony w wysuwane złącze USB, dzięki czemu gubienie zatyczek należy już do przeszłości. Brak kabli oznacza wygodę przechowywania.Twoja biblioteka gierSC610 obsługuje wiele najnowszych konsoli do gier, możesz więc przechowywać wszystkie gry nie zajmując przestrzeni fizycznej. Duża pojemność, która sprosta każdemu zadaniuZ SC610 nie musisz się już martwić o pojemność. Niezależnie od tego, czy tworzysz portfolio, edytujesz czy retuszujesz pliki, przechowywanie jest wygodne i dostęp do nich jest błyskawiczny.;;;;;;;;1;;;1;;;1;Model: SC610|Typ dysku: SSD|Typ napędu: Zewnętrzny|Pojemność dysku: 2000 GB|Interfejs dysku: USB 3.1/USB 3.1 gen 2/USB 3.2 gen 2|Prędkość odczytu: 550 MB/s|Prędkość zapisu: 500 MB/s|Wysokość: 10.2 mm|Szerokość: 23.5 mm|Głębokość: 67.3 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Czarny|Waga: 13 g;0;new
24316;1;Adata Dysk SSD zewnętrzny SC610 500G USB3.2A Gen2 czarny;Dyski SSD;157.94;;157.94;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;157.94;157.94;Zewnętrzny dysk SSD SC610Pamięć flash SC610 obsługuje prędkość transmisji USB 3.2 Gen2 z szybkością odczytu/zapisu sięgającą 550/500MB na sekundę. Interfejs typu A jest kompatybilny z wieloma komputerami.Wydajne przechowywanieTrudno sobie wyobrazić, że dysk SSD może być tak kompaktowy! Interfejs transmisji USB 3.2 Gen2 zapewnia przepustowość do 10 Gb na sekundę. Całkowite przesłanie pliku wideo wysokiej rozdzielczości o pojemności 10 GB i rozdzielczości 4K zajmuje tylko około 20 sekund. Dysk jest wstecznie kompatybilny z urządzeniami USB 2.0.Osiągaj zawrotne prędkościSC610 oferuje prędkość transmisji do 550/500 MB na sekundę, czyli 5 razy szybciej niż zwykłe dyski flash. Zapewnia taką samą wydajność jak dysk SSD. Wystarczy go podłączyć, aby szybko odczytać i zapisać wszystkie typy plików o dużej i małej pojemności. Jego kompaktowa obudowa jest pełna wyjątkowych możliwości!Bez zatyczki i bez kabliSC610 jest wyposażony w wysuwane złącze USB, dzięki czemu gubienie zatyczek należy już do przeszłości. Brak kabli oznacza wygodę przechowywania.Twoja biblioteka gierSC610 obsługuje wiele najnowszych konsoli do gier, możesz więc przechowywać wszystkie gry nie zajmując przestrzeni fizycznej. Duża pojemność, która sprosta każdemu zadaniuZ SC610 nie musisz się już martwić o pojemność. Niezależnie od tego, czy tworzysz portfolio, edytujesz czy retuszujesz pliki, przechowywanie jest wygodne i dostęp do nich jest błyskawiczny.;;;;;;;;1;;;1;;;1;Model: SC610|Typ dysku: SSD|Typ napędu: Zewnętrzny|Pojemność dysku: 500 GB|Interfejs dysku: USB 3.1/USB 3.1 gen 2/USB 3.2 gen 2|Prędkość odczytu: 550 MB/s|Prędkość zapisu: 500 MB/s|Wysokość: 10.2 mm|Szerokość: 23.5 mm|Głębokość: 67.3 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Czarny|Waga: 13 g;0;new
2709;1;Adata Dysk XPG SX8200 PRO 1TB PCIe 3x4 3.5/3 GB/s M.2;Dyski SSD;246.61;;246.61;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;246.61;246.61;Dysk SSD SX8200 Pro M.2 2280 to aktualnie najszybszy dysk SSD XPG, przeznaczony dla entuzjastów PC oraz zapalonych graczy i overclockerów. Jest wyposażony w bardzo szybki interfejs PCIe Gen3x4, zapewniający utrzymywane maks. szybkości odczytu/zapisu 3500/3000 MB na sekundę, pozostawiając daleko w tyle możliwości napędu SATA 6 Gb/s. Dzięki obsłudze NVMe 1.3 dysk SX8200 Pro zapewnia doskonałą wydajność losowego odczytu/zapisu oraz wielozadaniowość. Pamięć cache SLC, bufor DRAM, ochrona danych E2E i technologia LDPC ECC zapewniają duże szybkości i integralność danych nawet w przypadku bardzo wymagających zastosowań, takich jak renderowanie gier i przetaktowywanie.;;;;;;;;1;;;1;;;1;Okres gwarancji: 60 miesięcy (gwarancja sprzedawcy)|Producent: Adata|Model: XPG SX8200 PRO|Kod produktu (producenta): ASX8200PNP-1TT-C|Format: M.2 2280|Interfejs: M.2 NVMe|Pojemność: 1 TB|Odczyt: 3500 MB/s|Zapis: 3000 MB/s|Losowy odczyt: 3900 K|Losowy zapis: 3800 K|Zastosowane technologie: S.M.A.R.T, TRIM|Typ opakowania: BOX;0;new
8152;1;Adata Dysk XPG SX8200 PRO 512GB PCIe 3.5/2.3 GB/s M.2;Dyski SSD;146.83;;146.83;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;146.83;146.83;Dysk SSD SX8200 Pro M.2 2280 to aktualnie najszybszy dysk SSD XPG, przeznaczony dla entuzjastów PC oraz zapalonych graczy i overclockerów. Jest wyposażony w bardzo szybki interfejs PCIe Gen3x4, zapewniający utrzymywane maks. szybkości odczytu/zapisu 3500/3000 MB na sekundę, pozostawiając daleko w tyle możliwości napędu SATA 6 Gb/s. Dzięki obsłudze NVMe 1.3 dysk SX8200 Pro zapewnia doskonałą wydajność losowego odczytu/zapisu oraz wielozadaniowość. Pamięć cache SLC, bufor DRAM, ochrona danych E2E i technologia LDPC ECC zapewniają duże szybkości i integralność danych nawet w przypadku bardzo wymagających zastosowań, takich jak renderowanie gier i przetaktowywanie.;;;;;;;;1;;;1;;;1;Model: XPG SX8200 PRO|Typ dysku: SSD|Format szerokości: M.2 2280|Typ napędu: Wewnętrzny|Pojemność dysku: 512 GB|Interfejs dysku: PCI-Express|Prędkość odczytu: 3500 MB/s|Prędkość zapisu: 2300 MB/s|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Ilość operacji odczytu IOPS (maks.): 3900 K|Ilość operacji zapisu IOPS (maks.): 3800 K|TBW: 320 TB;0;new
24804;1;Adata Dysk zewnętrzny SSD External SE920 2TB USB4C 3800/3700 MB/s czarny;Dyski SSD;831.25;;831.25;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;831.25;831.25;;;;;;;;;1;;;1;;;1;Model: SE920|Typ dysku: SSD|Typ napędu: Zewnętrzny|Pojemność dysku: 2 TB|Interfejs dysku: USB Type C|Prędkość odczytu: 3800 MB/s|Prędkość zapisu: 3700 MB/s|Wysokość: 15.9 mm|Szerokość: 64.2 mm|Głębokość: 105 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 60|Kolor: Czarny|Waga: 181.52 g;0;new
24745;1;Adata Dysk zewnętrzny SSD SD620 1TB U3.2A 520/460 MB/s czerwony;Dyski SSD;290.97;;290.97;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;290.97;290.97;Dysk zewnętrzny SSD SD620;;;;;;;;1;;;1;;;1;Model: SD620|Typ dysku: SSD|Typ napędu: Zewnętrzny|Pojemność dysku: 1 TB|Interfejs dysku: USB 3.1/USB 3.1 gen 2/USB 3.2 gen 2|Prędkość odczytu: 520 MB/s|Prędkość zapisu: 460 MB/s|Wysokość: 15.2 mm|Szerokość: 80 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 36|Kolor: Czerwony|Waga: 54.9 g;0;new
24744;1;Adata Dysk zewnętrzny SSD SD620 1TB U3.2A 520/460 MB/s niebieski;Dyski SSD;290.97;;290.97;0;0;0;;;;;;Adata;;;;;;;;;;;;;;;;;;290.97;290.97;Dysk zewnętrzny SSD SD620;;;;;;;;1;;;1;;;1;Model: SD620|Typ dysku: SSD|Typ napędu: Zewnętrzny|Pojemność dysku: 1 TB|Interfejs dysku: USB 3.1/USB 3.1 gen 2/USB 3.2 gen 2|Prędkość odczytu: 520 MB/s|Prędkość zapisu: 460 MB/s|Wysokość: 15.2 mm|Szerokość: 80 mm|Głębokość: 80 mm|Typ gwarancji: gwarancja normalna|Okres gwarancji (miesiące): 36|Kolor: Niebieski|Waga: 54.9 g;0;new
